Titulo,Precio,Rating,Ubicacion,Ventas 60 dias
"Asus Tuf Fa506qm R7 5800h 16gb 512ssd Rtx 3060 6gb 15,6 Fhd ",5.999.000,0,"Chapinero, Bogotá D.C..",+100
Portátil Asus Tuf F15 I5-11300h Rtx 3050 Ram 8gb M.2 512gb,3.999.000,0,"Chapinero, Bogotá D.C..",+1000
"Laptop Asus ZenBook Q408UG light gray 14"", AMD Ryzen 5 5500U  8GB de RAM 256GB SSD, NVIDIA GeForce MX450 1920x1080px Windows 10 Home",2.938.900,0,"Usaquén, Bogotá D.C..",+50
Acer Nitro Intel Core I7 Ssd 1tb Ram 32gb Rtx 3050ti 4gb,6.129.900,0,"Bucaramanga, Santander.",+500
Portátil Asus Vivobook 14 X415ja Ci5 12gb 256gb Ssd 14 +fda,1.879.000,0,"Cali, Valle Del Cauca.",+1000
Portatil Dell Vostro 3400 Core I5 1135g7 12gb 1tb + 500gb 14,2.310.000,0,"Cali, Valle Del Cauca.",+1000
Apple Macbook Pro 2022 13.3 Chip M2 8gb 256gb,6.899.900,0,"Antonio Nariño, Bogotá D.C..",+100
Portatil Dell Vostro 3400 Core I5 1135g7 12gb 1tb + 250gb 14,2.160.000,0,"Cali, Valle Del Cauca.",+1000
Portatil Lenovo Intel Dual Core Hdd 1tb + Ssd 512gb Ram 8gb,1.269.900,0,"Bucaramanga, Santander.",+500
Hp 15.6  Laptop - Amd Ryzen 5 - 12gb Memory - 256gb Ssd W11h,2.189.700,0,"Usaquén, Bogotá D.C..",+50
Portatil Asus M1502 Ryzen 5 4600h Ram 16gb Ssd 512gb Huella,2.309.000,0,"Cali, Valle Del Cauca.",+1000
Portatil Dell Vostro 3400 Core I5 1135g7 20gb 1tb + 250gb 14,2.290.000,0,"Cali, Valle Del Cauca.",+1000
Portatil Lenovo Intel Core I3 Ram 8gb Ssd 256gb Windows V14,1.359.000,0,"Cali, Valle Del Cauca.",+1000
"Portatil Asus M515da Ryzen 7 3700u 1tb +256gb 12gb Vega 15,6",2.549.900,4.0,"Medellín, Antioquia.",+100
Portatil Lenovo 3 14ada05 Amd Silver 3050u 4gb 256gb Ssd 14,995.900,0,"Medellín, Antioquia.",+100
"Laptop Asus X543MA gris 15.6"", Intel Celeron N4000  4GB de RAM 500GB HDD, Intel UHD Graphics 600 1366x768px Windows 10 Home",1.200.000,4.6,"Chapinero, Bogotá D.C..",+100
Portatil Hp Amd Ryzen 5 5500u Ram 20gb Ssd 256gb 14-fq1052la,1.950.000,0,"Cali, Valle Del Cauca.",+1000
Portatil Asus Tuf Fx516pc Core I5 24gb 512gb Ssd Rtx 3050,4.600.000,0,"Cali, Valle Del Cauca.",+1000
Acer Nitro Intel Core I7 Ssd 512gb Ram 40gb Rtx 3050ti 4gb,5.999.900,0,"Bucaramanga, Santander.",+500
Portatil Asus Intel Core I5 1135g7 Ssd 1tb Ram 20gb Led 14,2.719.000,0,"Bucaramanga, Santander.",+500
Portátil Toshiba Tecra A40-g Celeron 4gb 128gb Ssd Win 10pro,948.888,0,"Chapinero, Bogotá D.C..",+500
Portatil Lenovo V14 Are Ryzen 7 8gb 1tb Freedos 14+mouse,2.699.900,0,"Chapinero, Bogotá D.C..",+500
Asus Pro I3 10th Generacion Disco 1 Tera 8 Ram Rj45 Lan,1.849.999,0,"Chapinero, Bogotá D.C..",+100
"Portatil Dell Inspiron 15 5510 Ci7 32gb 512gbssd 15,6fhd W11",4.699.888,0,"Chapinero, Bogotá D.C..",+500
Portatil Asus Vivobook 15.6  Ryzen 5 Ram 8gb Ssd 512gb,3.799.900,0,"Itaguí, Antioquia.",+500
Lenovo Gamer Ryzen 5 6600h Ssd 256gb Ddr5 8gb Rtx 3050 Win11,4.550.000,0,"Bucaramanga, Santander.",+1000
Laptop Asus Onceava Intel I7 1165g7 16gb Ram 512gb Ssd Fhd,4.514.143,0,"Suba, Bogotá D.C..",+1000
Dell Inspiron 3501 Intel  I3-1115g4 12g Ram 256g Ssd + 1tera,2.465.571,5.0,"Suba, Bogotá D.C..",+1000
Portatil Asus Corei7 1165g7 24gb Ssd 512gb Fhd X515ea Huella,2.919.000,0,"Cali, Valle Del Cauca.",+1000
Computador Portatil Lenovo Intel Core I3 Ssd 512gb Ram 8gb,1.659.900,5.0,"Bucaramanga, Santander.",+500
Portatil Dell Inspiron 15-3505 Ryzen 5 3450u 1tb 256gb 16gb,2.260.000,0,"Chapinero, Bogotá D.C..",+500
Portátil Lenovo Intel Core I5 1035g1 Ssd 512+ Hdd 1tb Ram 12,2.729.900,0,"Bucaramanga, Santander.",+500
Portatil Corp I5 1135g7 Ram 16gb Ssd 512gb Fhd W11pro,3.571.286,0,"Suba, Bogotá D.C..",+1000
Msi Katana Intel Core I7 12650h Rtx 3050 Ti Ram 32g 512g 144,5.899.999,0,"Medellín, Antioquia.",+100
Portátil Asus X415ea-ek021 Corei3-1115g4 4gb 256ssd 14 Fhd,1.749.000,4.8,"Chapinero, Bogotá D.C..",+100
Portatil Asus M1502 Ryzen 5 4600h Ram 24gb Ssd 512gb Huella,2.820.000,0,"Cali, Valle Del Cauca.",+1000
Portatil Lenovo Ryzen 3 5300u Ram 20gb Solido 512gb Fhd,2.657.000,0,"Suba, Bogotá D.C..",+1000
Laptop Asus Tuf Onceava I5 11300h Ssd 512gb Ram 8gb Rtx3050 ,5.914.143,0,"Suba, Bogotá D.C..",+1000
"Laptop Asus TUF FX506LI negra 15.6"", Intel Core i5 10300H  8GB de RAM 256GB SSD, NVIDIA GeForce GTX 1650 60 Hz 1920x1080px Windows 10 Home",5.453.900,4.2,"Cali, Valle Del Cauca.",+100
Portatil Dell Vostro 3400 Laptop Core I5 1135g7 8gb 1tb 14,1.950.000,0,"Cali, Valle Del Cauca.",+1000
Mini Portatil Vts 4gb Ram + 64gb Emmc Integrado Win10 Home,499.000,5.0,"Santa Fe, Bogotá D.C..",+100
"Portátil Acer Amd Ryzen 5 5500u Ssd 1tb Ram20gb Led 15,6 Fhd",2.779.900,0,"Bucaramanga, Santander.",+500
"Laptop HP 245 G8 negra 14"", AMD Ryzen 5 5500U  8GB de RAM 1TB HDD 128GB SSD, AMD Radeon RX Vega 7 1366x768px Windows 10 Pro",2.150.000,4.3,"Chapinero, Bogotá D.C..",+100
Portatil Lenovo 14itl6 Core I3 11va - Ssd 256gb Pcie - 8 Gb ,1.799.000,0,"Kennedy, Bogotá D.C..",+5mil
Portatil Asus M515da-bq1416 Amd Ryzen 7-3700u 1 Tb 8gb Ram,2.149.000,0,"Chapinero, Bogotá D.C..",+100
"Portátil Acer Nitro5 Gamer I5 Ram16gb, 256ssd+1trhdd Rtx3060",4.899.000,0,"Usaquén, Bogotá D.C..",+100
Portatil Hp Amd Ryzen 5 5500u Disco Ssd 1tb Ram 32gb Led 14,2.629.900,0,"Bucaramanga, Santander.",+500
Portatil Asus Intel Core I5 1135g7 Ssd 512gb Ram 20gb Led 14,2.529.900,0,"Bucaramanga, Santander.",+500
Portatil Asus Sin Iva Procesa Ryzen 5 Ram 12gb 512ssd 2gb Vi,2.400.000,0,"La Candelaria, Bogotá D.C..",+25
Laptop Asus Onceava Intel I7 1165g7 24gb Ram 512gb Ssd Fhd,4.714.143,0,"Suba, Bogotá D.C..",+1000
Apple Macbook Air 13 Mly33e/a M2 8gb 256gb Mac Os 2022 Azul,5.649.900,0,"Cali, Valle Del Cauca.",+1000
"Portatil Asus M515da Ryzen 7 3700u 1tb +256gb 12gb Vega 15,6",2.549.900,0,"Medellín, Antioquia.",+100
Computador Portatil Hp Ryzen 5 16gb Ram 1tera Ssd Disco Win,2.449.900,0,"Bucaramanga, Santander.",+1000
Portatil Acer Intel Ci3 Disco Hdd 1tb + Solido 256gb Ram 8gb,1.499.900,0,"Bucaramanga, Santander.",+500
Portatil Lenovo Ideapad Amd Ryzen 5 5500u 20gb Ssd 512gb 14 ,1.879.000,0,"Cali, Valle Del Cauca.",+1000
Portátil Asus M1402ia Ryzen 5 Ram 16gb 512gb 14 Fhd,2.799.900,0,"Chapinero, Bogotá D.C..",+500
Portátil Lenovo Intel Core I5 1035g1 Ssd 1tb+ Hdd 1tb Ram 16,3.089.900,0,"Bucaramanga, Santander.",+500
Portátil Lenovo Legion 5 Ryzen 7 2tb 32gb Rtx 3060 6gb 165hz,7.699.900,0,"Bucaramanga, Santander.",+50
"Portatil Asus Amd Ryzen 5-5500u Disco 512ssd,ram 20,fhd",2.799.900,5.0,"Medellín, Antioquia.",+100
Portatil Dell Vostro 3400 Core I5-1135g7 Ssd 480gb 8gb 14 Hd,2.119.900,0,"Bucaramanga, Santander.",+1000
Portatil Dell Ryzen 5 3450u 16gb Ssd 256gb 14 Vostro 3405,1.549.000,0,"Cali, Valle Del Cauca.",+1000
Apple Macbook Air 13 8gb 512gb Chip M2 2022 Nuevas Selladas,6.950.000,5.0,"Florencia, Caqueta.",+5
Laptop Asus Tuf Onceava I5 11300h Ram 16gb Ssd 512gb Rtx3050,4.148.999,5.0,"Pasto, Nariño.",+100
Portatil Asus R5 4600h 16gb Ram 512gb Solido Wifi+6 14pul,3.142.714,0,"Suba, Bogotá D.C..",+1000
"Laptop HP 240 G7 plateado ceniza oscuro 14"", Intel Celeron N4020  4GB de RAM 500GB HDD, Intel UHD Graphics 600 1366x768px Windows 10 Home",1.150.000,4.7,"Chapinero, Bogotá D.C..",+500
Macbook Pro 16 16gb 1tb M1 Pro,12.705.000,0,"Antonio Nariño, Bogotá D.C..",+100
Acer Nitro Intel Core I7 Ssd 1tb Ram 20gb Rtx 3050ti,5.979.900,0,"Bucaramanga, Santander.",+500
Portátil Dell Vostro 3405 Amd Ryzen 5 8gb Ssd 256gb Linux ,1.630.000,5.0,"Cali, Valle Del Cauca.",+1000
"Laptop HP 14-fq1004la plateada natural 14"", AMD Ryzen 3 5300U  8GB de RAM 512GB SSD, AMD Radeon RX Vega 6 (Ryzen 4000/5000) 1366x768px Windows 11 Home",2.664.480,0,"Cota, Cundinamarca.",+100
Portátil Hp Victus I7-12650h Rtx 3050 Ti Ram 16gb M.2 512gb,6.199.000,0,"Chapinero, Bogotá D.C..",+1000
Macbook Pro 14 M1pro 16gb 512gb,11.900.000,0,"Antonio Nariño, Bogotá D.C..",+100
Computador Portatil Hp 14-cf2515la Core I3 Ssd 256gb Ram 4gb,1.279.900,0,"Medellín, Antioquia.",+100
Nuevo Macbook Pro 2021 16 Pulgadas- 16 Gb Ram 1tb - Español,12.899.000,0,"Chapinero, Bogotá D.C..",+1000
Portatil Gamer Acer Nitro 5 Intel Core I5 8gb 512ssd Gtx1650,3.793.850,0,,0
Portatil Dell Vostro Onceava I3 12gb Ram 256ssd + 1tera 14pl,2.322.714,0,"Suba, Bogotá D.C..",+1000
"Laptop Lenovo Chromebook 100E negra 11.6"", MediaTek MT8173C  4GB de RAM 32GB SSD, PowerVR GX6250 1366x768px Google Chrome",749.900,3.8,"Bucaramanga, Santander.",+100
"Computador Portatil Hp 15-ef1012la Ryzen 5 16gb 256gb 15,6 ",1.789.000,0,"Cali, Valle Del Cauca.",+100
"Portátil Acer Aspire3 Core I5 10a, 8gb Ram 256gb Ssd 15.6 ",1.889.900,0,"Medellín, Antioquia.",+100
Portatil Acer Aspire Intel Ci5 10210u Ssd 512 Hdd 1tb Ram 20,2.899.900,5.0,"Bucaramanga, Santander.",+500
Portatil Dell Vostro 3400 Laptop Core I5 1135g7 8gb 1tb+500g,2.190.000,5.0,"Cali, Valle Del Cauca.",+1000
Computador Portátil Acer Core I5 Ram 8gb 256gb Ssd 15.6 ,1.949.900,0,"Ibagué, Tolima.",+100
Portátil Computador Hp Intel Dual Core Ram 8gb 256gb Ssd 14 ,1.099.900,5.0,"Bucaramanga, Santander.",+1000
Computador Portatil Hp 15-ef1012la Ryzen 5 8gb 512gb 15p Win,1.759.000,0,"Cali, Valle Del Cauca.",+100
Portatil Hp Amd Ryzen 5 5500u Ssd 1tb + Hdd 1tb Ram 32gb,2.729.900,0,"Bucaramanga, Santander.",+500
Portatil Dell Intel Core I5 1135g7 Ssd 512gb Hdd1tb Ram 20gb,2.759.900,0,"Bucaramanga, Santander.",+500
Equipo Portatil Lenovo Intel Core I5 1135g7 Ssd 1tb Ram 20gb,2.719.900,0,"Bucaramanga, Santander.",+500
Laptop Gamer Lenovo 4600h 8 Gb 1 Tb Hdd  256 Ssd Gtx 1650 Ti,3.499.000,0,"Suba, Bogotá D.C..",+100
Portátil Dell 3505 Ryzen 5 3450u 16gb Ssd 256gb 15.6 Win10,2.857.000,0,"Suba, Bogotá D.C..",+1000
Macbook Pro 2021 14.2 16 Gb 512gb M1 Pro 8 Core 14 Core Gpu ,9.900.000,0,"Kennedy, Bogotá D.C..",+100
Portatil Dell Vostro 3400 Laptop Core I5 1135g7 8gb 1tb+250g,2.110.000,0,"Cali, Valle Del Cauca.",+1000
Portatil Asus Intel Core I7 1165g7 Disco Ssd 512gb Ram 36gb ,3.999.900,0,"Bucaramanga, Santander.",+500
Portátil Lenovo V14-iil Ci5 1035g 8gb 1tb Linux 14 Pulgadas,1.849.000,0,"Cali, Valle Del Cauca.",+1000
Portatil Hp 245 G7 Amd Dual Core 1tb Tera 8gb Radeon Vega 3,1.240.000,5.0,"Chapinero, Bogotá D.C..",+500
Portatil Lenovo Idepad3 15al Ryzen 5-5500u 8gb 256 Ssd Blue,2.385.000,5.0,"Chapinero, Bogotá D.C..",+500
Portatil Computador Lenovo Intel Dual Core Ssd 1tb Ram 8gb,1.359.900,0,"Bucaramanga, Santander.",+500
"Laptop Evoo Ultra Thin EVC156-1BK black 15.6"", Intel Core i7 6660U  8GB de RAM 256GB SSD, Intel Iris Graphics 540 1920x1080px Windows 10 Home",2.379.900,5.0,"Puente Aranda, Bogotá D.C..",+50
Portatil Dell Vostro 3400 Core I5-1135g7 Ssd 480gb 8gb 14 Hd,2.119.900,0,"Bucaramanga, Santander.",+1000
Computador Portatil Hp Ryzen 5 16gb Ram 1tera Ssd Disco Win,2.449.900,0,"Bucaramanga, Santander.",+1000
"Portatil Acer Intel Core I3 1115g4 Ssd256gb Ram 8gb 15,6 Fhd",1.559.900,0,"Bucaramanga, Santander.",+500
Asus X415eaek1183 Intel Core I5 1135g7 14 Hd 4gb 256 Ssd ,1.798.500,0,"Chapinero, Bogotá D.C..",+1000
Portatil Lenovo Ideapad 3 14alc6 Ryzen5 20gb 512ssd ,2.799.800,0,"Bucaramanga, Santander.",+500
"Portátil Acer Aspire3 Core I5 10a, 8gb Ram 256gb Ssd 15.6 ",1.889.900,0,"Medellín, Antioquia.",+100
"Portatil Asus Amd Ryzen 5-5500u Disco 512ssd,ram 8,fhd",2.399.900,0,"Medellín, Antioquia.",+100
"Portatil Asus K513e Core I5 11av Gen 512gb Ssd 20gb 15,6 Fhd",3.250.000,0,"Chapinero, Bogotá D.C..",+500
Portatil Lenovo Amd Ryzen 5 5500u Ssd 1tb + Hdd 1tb Ram 20gb,3.009.900,0,"Bucaramanga, Santander.",+500
Laptop Asus M515da Gris 15.6  Ryzen 7 3700u 16gb  1tb 256gb,2.750.000,0,"Chapinero, Bogotá D.C..",+100
Portátil Lenovo Ideapad3 Ryzen 5 5500u 20gbram 256ssd1tbhdd ,2.799.950,0,"Chapinero, Bogotá D.C..",+500
"Laptop Hp 245 G8 Negra 14 , Ryzen 5 16gb 256gb Ssd+ 1tb Hhd ",1.998.000,0,"Chapinero, Bogotá D.C..",+100
Portatil Gamer Acer Nitro 5 Intel Core I5 8gb 512ssd Gtx1650,3.793.850,0,"Cota, Cundinamarca.",+1000
Portátil Gamer Hp Victus Intel Core I5 8gb 512gb 16-d0508la ,6.158.880,0,,0
Portátil Asus X415ja-bv2029 Corei3- 12gb 256ssd 14 Hd Endles,1.449.000,0,"Chapinero, Bogotá D.C..",+100
"Hp Pavilion 14-dy0005la I3 1125g4 8gb 256gb 14, Hd X360 W11",2.149.950,0,"Chapinero, Bogotá D.C..",+500
Portatil Dell Inspiron 15-3501 Core I3 10th Gen 1tb 8gb New,1.590.000,0,"Chapinero, Bogotá D.C..",+500
Portatil Lenovo Thinkpad L15 20u30022us Full Hd 1080p ,4.274.999,0,"Envigado, Antioquia.",+100
Portátil Lenovo Amd Ryzen 5 5500u Ssd 256 + Hdd 1tb Ram 20gb,2.669.900,0,"Bucaramanga, Santander.",+500
Computador Portatil Lenovo Intel Core I5 Ssd 256gb Ram 12gb,2.159.900,0,"Bucaramanga, Santander.",+500
Portatil Hp Amd Ryzen 5 5500u Ssd 256gb Ram 16gb Led 14,2.089.900,0,"Bucaramanga, Santander.",+500
"Laptop Asus X515JA slate gray 15.6"", Intel Core i3 1005G1  4GB de RAM 256GB SSD, Intel UHD Graphics G1 (Ice Lake 32 EU) 1366x768px Windows 11 Home",2.939.900,4.3,,0
Portatil Gamer Asus Tuf Fx516pc Core I5 8gb 512gb Rtx 3050,4.347.717,0,"Cali, Valle Del Cauca.",+1000
Portatil Asus P1412cea-ek0662 Corei5-1135g7 8 Gb 256ssd Wpro,3.149.000,0,"Chapinero, Bogotá D.C..",+100
Portatil Asus M1502 Ryzen 5 4600h Ram 8gb Ssd 512gb Huella,2.179.000,0,"Cali, Valle Del Cauca.",+1000
Portatil Hp 240-g8 Intel N4120 Ssd 500 8gb 2.6 Ghz Quad Core,1.200.000,0,"Chapinero, Bogotá D.C..",+500
Portátil Lenovo Legion 5 Ryzen 7 2tb 16gb Rtx 3060 6gb 165hz,7.299.900,0,"Bucaramanga, Santander.",+50
Portatil Asus Intel Pentium Gold 8gb Ssd 256gb Win 11 X415ea,1.350.000,0,"Cali, Valle Del Cauca.",+1000
Portátil Asus Rog Strix Ryzen R9 5900hx 1tb 32gb Rtx 3060,7.699.900,0,"Bucaramanga, Santander.",+50
Laptop  Lenovo Ryzen 5 5500u  256gb 8gb 14 Win10,1.950.000,0,"Chapinero, Bogotá D.C..",+100
Portátil Acer Amd Ryzen 5 5500u Ssd 1tb + Hdd 1tb Ram 36gb,3.199.900,0,"Bucaramanga, Santander.",+500
"Portátil Asus Vivobook X1502za I5 12gen 16gb 512ssd 15,6 Fhd",3.069.900,0,"Chapinero, Bogotá D.C..",+100
"Laptop Dell 3505 15.6 Amd Ryzen 5 ,20gb  1tb  256gb  Windows",2.500.000,0,"Chapinero, Bogotá D.C..",+100
Portatil Hp 245 G8 Amd Athlon 3020e 8gb 256 Ssd 14 Hd Linux,1.250.000,0,"Chapinero, Bogotá D.C..",+50
Portátil Hp 245 G7 Amd Athlon 3020e 14 4gb 1tb Windows 10 ,1.200.000,4.8,"Chapinero, Bogotá D.C..",+1000
Computador Portatil Hp Ryzen 5 20gb Ram 1tera Ssd Disco Win,2.675.000,0,"Bucaramanga, Santander.",+1000
Portatil Asus Core I5 1135g7 X415ea 4gb 256gb 14 Fhd Laptop,1.950.000,0,"Cali, Valle Del Cauca.",+1000
Portátil Lenovo Intel Core I5 1035g1 Ssd 512+ Hdd 1tb Ram 8g,2.629.900,0,"Bucaramanga, Santander.",+500
"Portatil Asus M515da Ryzen 7 3700u 1tb 16gb Rx Vega 15,6 Fhd",2.199.900,0,"Cali, Valle Del Cauca.",+1000
Portátil Lenovo Thinkpad E14 Amd Ryzen3 16gb 256gb Ssd,2.499.900,0,"Medellín, Antioquia.",+100
Portatil Acer Gamer Intel Ci5 Ssd 1tb Ram 20gb Nvidia 2gb,3.029.900,0,"Bucaramanga, Santander.",+500
"Laptop Lenovo IdeaPad 14ARE05  abyss blue AMD Ryzen 3 4300U  4GB de RAM 1TB HDD, AMD Radeon RX Vega 5 1366x768px Windows 10 Home",1.515.004,4.7,"Chapinero, Bogotá D.C..",+100
Computador Portatil Chromebook Asus Celeron 4gb Ram 32gb,719.999,0,"Bucaramanga, Santander.",+500
"Portátil Acer Intel Core I5 1035g1 -12gb Ddr4 -ssd 256 -15,6",2.249.000,0,"Chapinero, Bogotá D.C..",+100
Portátil Corporativo Lenovo T470 Core I7 7th 32g 500ssd Leer,2.970.000,0,"Teusaquillo, Bogotá D.C..",+50
Computador Portatil Asus Oled I5 8gb 512gb 4gb T/video Gtx,3.299.520,0,"Bucaramanga, Santander.",+50
Portátil Acer Amd Ryzen 5 5500u Ssd 1tb + Hdd 1tb Ram 20gb,2.949.900,0,"Bucaramanga, Santander.",+500
Portátil Acer Amd Ryzen 5 5500u Ssd 256gb + Hdd 1tb Ram 36gb,2.849.900,0,"Bucaramanga, Santander.",+500
Portatil Dell Intel Core I5 1135g7 Ssd 512gb Hdd1tb Ram 24gb,2.829.900,0,"Bucaramanga, Santander.",+500
Portatil Hp 15-ef2013 Dx Ryzen 5-5500 Ram 12gb Ssd256 Win 11,2.149.000,0,"Chapinero, Bogotá D.C..",+100
Portatil Lenovo Intel Core I5 1135g7 Ssd 1tb Ram 12gb,2.599.900,0,"Bucaramanga, Santander.",+500
Portátil Asus X1403za Intel Core I5 12500h/8gb/512gb/14 Oled,2.799.000,0,"Medellín, Antioquia.",+50
Portatil Dell Amd Ryzen 5 3450u Ssd 1tb + Hdd 1tb Ram 24gb,2.819.900,0,"Bucaramanga, Santander.",+500
"Portátil Hp Ryzen 5 5500u 16gb 512gb Ssd 15,6 Fhd Rosa Win11",2.799.950,0,"Chapinero, Bogotá D.C..",+500
Portatil Dell Intel Core I5 1135g7 Ssd 512gb Hdd1tb Ram 32gb,2.919.900,0,"Bucaramanga, Santander.",+500
Portátil Asus M515da Ryzen 7 3700u Ssd 500gb + 1tb +16gb Fhd,2.950.000,5.0,"Chapinero, Bogotá D.C..",+500
Laptop Asus M515 15.6 Ryzen 5 3500u 16gb  1tb Hdd+ 512gb Ssd,2.815.232,0,"Chapinero, Bogotá D.C..",+100
Portátil Corporativo Lenovo Thinkpad T470 C I7 7th 8g 500ssd,2.580.000,0,"Teusaquillo, Bogotá D.C..",+50
Portatil Gamer Asus Tuf Dash 15 I7 11370h Rtx 3050 Ti 144hz ,5.190.000,0,"Kennedy, Bogotá D.C..",+100
Portatil Asus Tuf Dash 15 2022 I7 12650h Rtx 3060 6gb 144hz,6.790.000,0,"Kennedy, Bogotá D.C..",+100
"Portátil Msi Gamer Core I5 11a, 512gb Ssd, Ram16gb, Rtx3060",6.899.000,0,"Usaquén, Bogotá D.C..",+100
Portatil Asus M1402ia-ek094 Ryzen 5-4600h 16gb Ssd 512gb   ,2.349.000,0,"Chapinero, Bogotá D.C..",+100
Portátil Dell Amd Ryzen 5 3450u Ssd 256gb + Hdd 1tb Ram 32gb,2.599.900,0,"Bucaramanga, Santander.",+500
Portatil Lenovo Amd Ryzen 5 5500u Ssd 512 + Hdd 1tb Ram 12gb,2.699.000,0,"Bucaramanga, Santander.",+500
Computador Portátil Hp Core I5 8gb 256gb Ssd 14 PuLG Win 10,2.299.900,5.0,"Bucaramanga, Santander.",+50
Portátil Lenovo Thinkpad T470 Core I7 7th 16g 500ssd Leer,2.470.000,0,"Teusaquillo, Bogotá D.C..",+50
"Portátil Lenovo Ideapad3, 14  Core I5 10gen Ram4gb 256gb Ssd",2.549.000,0,"Usaquén, Bogotá D.C..",+100
Portatil Asus Core I5 1135g7 X415ea 8gb 256gb 14 Fhd Laptop,2.060.000,4.0,"Cali, Valle Del Cauca.",+1000
Portátil Acer A315  Core I5-1035g1 12gb 256ssd Win11home,1.799.900,0,"Kennedy, Bogotá D.C..",+100
Portatil Dell Ryzen 5 3450u 12gb Ssd 256gb 14 Vostro 3405,1.730.000,0,"Cali, Valle Del Cauca.",+1000
"Portátil Acer Amd Ryzen 5 5500u Ssd 512gb Ram 12gb Led 15,6",2.469.900,0,"Bucaramanga, Santander.",+500
Portatil Asus M1502ia Bq008 Ryzen 7-4800h 512gb Ssd 8gb Ram ,2.599.000,0,"Chapinero, Bogotá D.C..",+100
Portatil Corporativo I5 1135g7 Ram 16gb Ssd 256gb Fhd W11pro,3.285.571,0,"Suba, Bogotá D.C..",+1000
Portatil Hp Amd Ryzen 5 5500u Ram 12gb Ssd 256gb 14-fq1052la,1.810.000,0,"Cali, Valle Del Cauca.",+1000
"Laptop Asus VivoBook X543UA gris oscura 15.6"", Intel Core i5 8250U  4GB de RAM 256GB SSD, Intel UHD Graphics 620 1920x1080px Windows 10 Home",2.306.000,4.7,"Chapinero, Bogotá D.C..",+100
Computador Portatil Lenovo Intel Core I5 Ssd 1tb Ram 8gb,2.449.900,0,"Bucaramanga, Santander.",+500
Laptop Asus Chromebook 14 PuLG 32gb 4gb Intel Celeron N3350,1.099.900,5.0,"Funza, Cundinamarca.",+500
Computador Portatil Hp Ryzen 5 16gb Ram 480gb Ssd Disco Win,2.320.000,0,"Bucaramanga, Santander.",+1000
Portatil Asus Tuf Fx506lh-hn004 Ci5 16gb 512gb Tv 4gbgtx1650,3.499.800,0,"Engativá, Bogotá D.C..",+50
Portatil Dell Inspiron 15 Core I3 Ssd 250gb +1tb Hdd +12gb ,1.780.000,0,"Chapinero, Bogotá D.C..",+500
Portátil Asus X415 Core I5 8gb 256gb Ssd 14 Fhd W11original,2.199.900,0,"Chapinero, Bogotá D.C..",+50
Portatil Lenovo Intel Dual Core Hdd 1tb + Ssd 256gb Ram 8gb,1.179.900,0,"Bucaramanga, Santander.",+500
Computador Portatil Hp 14-cf2515 - Ci3 - 8gb - 256gb - 14 ,1.409.900,5.0,"Medellín, Antioquia.",+100
Computador Portatil Acer Core I5 Ram 20gb Disco 1tera 250ssd,2.498.019,0,"Bucaramanga, Santander.",+50
"Portatil Asus M515da Ryzen 7 3700u 1tb +256gb 16gb Vega 15,6",2.299.900,0,"Cali, Valle Del Cauca.",+1000
"Portatil Lenovo Amd Ryzen 5 5500u Ssd 256gb Ram 8gb Led 15,6",2.219.900,0,"Bucaramanga, Santander.",+500
Portatil Gamer Msi I7 16gb Rtx 6gb 3060 Pantalla Ips + Extra,6.295.000,0,"Neiva, Huila.",+100
Portatil Asus Intel Pentium Gold 12gb Ssd 256gb Win 11 X415e,1.219.000,0,"Cali, Valle Del Cauca.",+1000
Computador Portatil Lenovo Intel Core I3 Ssd 512gb Ram 12gb,1.789.900,0,"Bucaramanga, Santander.",+500
Portatil Lenovo Core I3 10ma Ram 12gb Ssd 240gb 14 Windows,1.389.900,0,"Cali, Valle Del Cauca.",+1000
Portatil Dell Inspiron 15-3501 Core I3 11av Gen 1tb 8gb New,1.720.000,0,"Chapinero, Bogotá D.C..",+500
Portátil Hp Gamer Rayzen 5 16gb Ram 512gb Ssd Nvidia 1050ti,3.549.900,0,"Bucaramanga, Santander.",+500
Portatil Acer A314 Ryzen 3 3250u 256 Ssd 8gb Radeon Vega 3,1.315.000,0,"Chapinero, Bogotá D.C..",+500
Portatil Hp Amd Ryzen 5 5500u Ssd 512gb Ram 24gb Led 14,2.279.900,0,"Bucaramanga, Santander.",+500
Portátil Msi Bravo 15 R5 5600h Rx 5500m Ram 8gb M.2 512gb,5.150.000,0,,0
Acer Nitro Intel Core I7 Ssd 1tb Ram 16gb Rtx 3050ti,5.879.900,0,"Bucaramanga, Santander.",+500
Portatil Hp 240 G8 Intel N4120 Quad Core 1tb Tera 8gb 2.6ghz,1.300.000,0,"Chapinero, Bogotá D.C..",+500
Portátil Asus X513ea Core I5-1135g7 512gb Ssd 8gb Endless,2.499.000,0,,0
Apple Macbook Pro 16 16gb 512gb Chip M1 Pro,13.200.000,0,"Antonio Nariño, Bogotá D.C..",+100
Portatil Asus Tuf A15 Ryzen 7 5800h 512gb 16gb Rtx3060 144hz,6.490.000,0,"Cali, Valle Del Cauca.",+1000
Apple Macbook Pro 14 Chip M1 Pro 16gb 1tb Space Gray,12.999.900,0,"Antonio Nariño, Bogotá D.C..",+100
Lenovo Gaming Amd Ryzen 7 Ssd 1tb Ram 32gb Gtx 1650 4gb,4.989.900,0,"Bucaramanga, Santander.",+500
